ALDH1A1	ALDH1A1
FBLN2	FN1
GSN	FN1
ATN1	EFEMP1
SDC2	FN1
IGFBP3	FN1
ITGB7	FN1
LTBP1	FN1
LPA	FN1
MAG	FN1
NOV	FN1
REG3A	FN1
ITGB3	FN1
KLK3	FN1
ATN1	KIAA0913
AMBP	FN1
TNC	FN1
THBS1	FN1
TGM2	FN1
SCGB1A1	FN1
ITGA4	FN1
VHL	FN1
COL4A5	FN1
COL4A6	FN1
MEP1A	FN1
ATN1	RAD54L2
MEP1B	FN1
LGALS3BP	FN1
CXCL12	FN1
PKD1	FN1
MIA	FN1
MYOC	FN1
TGFBI	FN1
PRELP	FN1
MATN2	FN1
TSHR	FN1
ATN1	SSPO
ITGA3	FN1
LACRT	FN1
TAC1	FN1
LRG1	FN1
TMPRSS6	FN1
PDLIM7	UBQLN4
ITGB1	ITGA5
CD9	ITGA5
CRIPT	UBQLN4
ITGB5	ITGA5
ATN1	MYST4
SPP1	ITGA5
PECAM1	ITGA5
ITGB3	ITGA5
TNC	ITGA5
L1CAM	ITGA5
AUP1	ITGA5
ARHGAP5	ITGA5
GIPC1	ITGA5
ANGPTL3	ITGA5
NISCH	ITGA5
KPTN	ACTC1
ATN1	RBM9
ITGB1	ITGB1
FLT4	ITGB1
QKI	USH1C
QKI	SERF2
ITGA6	ITGB1
LAMA1	ITGB1
NME1	ITGB1
SLC3A2	ITGB1
SPP1	ITGB1
CD36	ITGB1
CD44	MADCAM1
PRKCA	ITGB1
GNB2L1	ITGB1
TLN1	ITGB1
TGM2	ITGB1
VCAM1	ITGB1
ITGA1	ITGB1
ITGA4	ITGB1
FLNA	ITGB1
QKI	RBM14
EPS8	ITGB1
ITGB7	MADCAM1
LGALS3BP	ITGB1
PTK2	ITGB1
YWHAB	ITGB1
ILK	ITGB1
PXN	ITGB1
FHL2	ITGB1
TSPAN4	ITGB1
ARHGAP5	ITGB1
DOK1	ITGB1
TGOLN2	ITGB1
ITGA4	MADCAM1
FLNB	ITGB1
ITGA9	ITGB1
ITGA10	ITGB1
ACTN4	ITGB1
MAP4K4	ITGB1
ITGA11	ITGB1
ITGA3	ITGB1
FBXO2	ITGB1
ITGB1BP1	ITGB1
NF2	ITGB1
ADD2	ADD1
LGALS8	ITGB1
ITGA8	ITGB1
ITGB1BP3	ITGB1
HSPG2	FBLN1
ACAN	FBLN1
NOV	FBLN1
MFAP5	FBLN1
QKI	RBPMS
HSPG2	FBLN2
LAMC2	FBLN2
CALM1	ADD1
LAMA1	FBLN2
ACAN	FBLN2
ITGB3	FBLN2
COL4A5	FBLN2
COL4A6	FBLN2
BCAN	FBLN2
LAMA5	FBLN2
PRELP	FBLN2
FGFR1	FGFR1
FGF5	FGFR1
PRKCD	ADD1
FGFR1	PLCG1
SOS1	FGFR1
SHC1	FGFR1
GRB14	FGFR1
KPNB1	FGFR1
BNIP2	FGFR1
FGFR1	FRS2
FRS3	FGFR1
FGFR1	IL17RD
ATP1A1	ADD1
FLT3	FLT3
FLT3LG	FLT3
SOCS1	FLT3
CBLB	FLT3
FIZ1	FLT3
FIGF	FLT4
SHC1	FLT4
VEGFC	FLT4
SPTA1	ADD1
LYN	FOLR1
GRK4	FSHR
YWHAQ	FSHR
AKT2	FSHR
GRK6	FSHR
APPL1	FSHR
INHBA	FST
INHA	FST
SPTB	ADD1
INHBE	FST
QKI	C10orf10
JUN	FOSL1
JUNB	FOSL1
USF1	FOSL1
HOXA5	FOXO1
HOXA10	FOXO1
AKT1	FOXO1
CEBPB	FOXO1
SRC	FOXO1
TNNI3K	ACTC1
ID2	ADD1
G6PC	FOXO1
AR	FOXO1
CREBBP	FOXO1
HNF4A	FOXO1
SMAD4	FOXO1
YWHAZ	FOXO1
PAK1	FOXO1
SMAD3	FOXO1
GSK3B	FOXO1
YWHAG	FOXO1
CASP3	ADD1
CSNK1G1	FOXO1
DYRK1A	FOXO1
GNAI2	FPR1
ANXA1	FPR1
QKI	RBM9
CAMP	FPR2
QKI	RNF138
MDH2	FH
FURIN	FURIN
FURIN	DSG3
PRKACA	ADD1
FURIN	PRB4
FURIN	ZP3
FURIN	NOTCH1
FLNA	FURIN
FURIN	EDA
AP2M1	FURIN
SERPINB8	FURIN
FURIN	SORL1
FURIN	ADAM19
ROCK1	ADD1
FURIN	TNFSF13
FURIN	LECT1
FURIN	ADAMTS1
PACS1	FURIN
FURIN	BACE1
FURIN	NAGPA
COL23A1	FURIN
FURIN	ITM2C
ZP4	FURIN
FURIN	PDGFA
HSPH1	ADD1
FURIN	VWF
QKI	-
QKI	THAP1
QKI	PCBP4
PTPRN	MADD
FYN	GRIN2B
GRIN2A	FYN
IL7R	FYN
FYN	FCGR2A
FYN	CD79B
ADD2	ADD2
FYN	ITPR1
JAK2	FYN
PTPRC	FYN
FYN	CD5
MCAM	FYN
MAPT	FYN
FYN	MAG
NMT1	FYN
FYN	SNCA
RAF1	FYN
CALM1	ADD2
CSF1R	FYN
VAV1	FYN
FYN	CBL
PIK3R1	FYN
PLCG1	FYN
PLAUR	FYN
PDGFRB	FYN
PECAM1	FYN
CD36	FYN
PTPN11	FYN
FYN	ADD2
PTPN5	FYN
PTPRA	FYN
TYK2	FYN
EPHA8	FYN
ZAP70	FYN
GNB2L1	FYN
FYN	PTPRF
SOS1	FYN
ITK	FYN
CD2	FYN
PRKCD	ADD2
THY1	FYN
TUBA4A	FYN
WAS	FYN
SH2D1A	FYN
FYN	TXK
SYK	FYN
FYN	PLCG2
TYRO3	FYN
PRKCQ	FYN
NTRK2	FYN
PRKACA	ADD2
FYN	SHC1
CASP3	FYN
HNRNPK	FYN
PTK2	FYN
FYN	CNN1
PTK2B	FYN
FYN	GRB10
EPHB3	FYN
EPHA4	FYN
FYN	CNN3
DNASE1	ACTG1
RPH3A	ADD2
PLD2	FYN
KHDRBS1	FYN
PXN	FYN
TUBA3C	FYN
TUBA1B	FYN
NPHS1	FYN
FYN	FYB
DLG4	FYN
BCAR1	FYN
PIK3R2	FYN
ADORA1	ADA
FYN	SLAMF1
SOCS1	FYN
TRPC6	FYN
UNC119	FYN
CD2AP	FYN
FYN	TOM1L1
TRAT1	FYN
SIT1	FYN
SKAP1	FYN
WASF1	FYN
ADORA2A	ADA
SKAP2	FYN
TRPV4	FYN
ADAM15	FYN
PAG1	FYN
WASF2	FYN
QKI	PTBP2
TNK2	FYN
FLOT1	FYN
GAB3	FYN
SPN	FYN
GRB2	ADA
CNTN1	FYN
FYN	ACP1
CTNND2	FYN
CD226	FYN
GP6	FYN
EVL	FYN
FNBP4	FYN
YTHDC1	FYN
-	FYN
SH2B2	FYN
DRD1	ADA
DOK4	FYN
DOK3	FYN
QKI	PSMF1
PICK1	CIC
PICK1	SACS
PICK1	APTX
PICK1	UBQLN4
GALR1	GAL
GALR2	GAL
GPR151	GAL
NR3C1	ADA
LALBA	B4GALT1
FUS	FUS
YBX1	FUS
RELA	FUS
SPI1	FUS
RXRA	FUS
PTBP1	FUS
SFRS2	FUS
SF1	FUS
GRIN2D	FUS
DPP4	ADA
PRMT1	FUS
PICK1	ATXN7L3
SFRS13A	FUS
THRA	FUS
POLR2A	FUS
SFRS4	FUS
SRRM1	FUS
GRIN1	FUS
PSMF1	-
ALDH5A1	ABAT
ADORA2B	ADA
PRKCD	GABRA1
PRKCG	GABRA1
GABRG2	GABRG2
PRKCA	GABRG2
GABARAP	GABRG2
STX1A	SLC6A1
MAGED1	-
GGCX	PROC
GGCX	F2
GGCX	F7
ATN1	ZMYND8
GGCX	F10
GGCX	F9
DAZAP2	UBQLN4
CEP350	APTX
FGFBP1	UBQLN4
STX1A	ATP4B
GIP	GIPR
MEP1B	GAST
ARL4C	UBQLN4
MYH2	AMPD1
SPI1	GATA2
POU1F1	GATA2
HDAC3	GATA2
HDAC5	GATA2
ZBTB16	GATA2
ZFPM1	GATA2
ZBTB32	GATA2
GATA2	JUN
STAM2	UBQLN4
VCL	GSN
ANXA5	ACTG1
DRD1	ADORA1
AR	GSN
CASP3	GSN
PTK2B	GSN
PIK3CG	GSN
VASP	GSN
LIMK2	GSN
PXN	GSN
BCAR1	GSN
GNAZ	ADORA1
VDAC1	GSN
ACTN4	GSN
CLIC5	GSN
TNIK	GSN
TNIP1	-
S100A1	GFAP
PRKCA	GFAP
S100B	GFAP
SRC	GFAP
PRKACA	GFAP
GNAO1	ADORA1
ROCK1	GFAP
CAMK2A	GFAP
GLP1R	GCG
GCGR	GCG
MEP1A	GCG
MEP1B	GCG
GLP2R	GCG
GNAS	GCGR
NR3C1	NR3C1
HSPA1A	NR3C1
GNAS	ADORA1
HSP90AA1	NR3C1
IDE	NR3C1
IFNGR2	NR3C1
TRIM22	CIC
NFKB1	NR3C1
NFKB2	NR3C1
RELA	NR3C1
NCL	NR3C1
POU2F1	NR3C1
POU2F2	NR3C1
GNAI2	ADORA1
ETS1	NR3C1
ETS2	NR3C1
RAF1	NR3C1
JUN	NR3C1
PTMS	NR3C1
POU1F1	NR3C1
MAPK1	NR3C1
TXN	NR3C1
CEBPB	NR3C1
TP53	NR3C1
P2RY1	ADORA1
MED14	NR3C1
AR	NR3C1
SMARCA2	NR3C1
TBP	NR3C1
CREBBP	NR3C1
KPNA2	NR3C1
NCOR2	NR3C1
NCOR1	NR3C1
PRKDC	NR3C1
NR3C2	NR3C1
GRM1	ADORA1
MAPK8	NR3C1
SFN	NR3C1
TSG101	NR3C1
BAG1	NR3C1
STAT5A	NR3C1
SMARCB1	NR3C1
PRKACA	NR3C1
SMARCC1	NR3C1
SMARCD1	NR3C1
TRIM28	NR3C1
EPB41L2	ADORA1
SUMO1	NR3C1
DAP3	NR3C1
TGFB1I1	NR3C1
NRIP1	NR3C1
NCOA1	NR3C1
HNRNPU	NR3C1
SMAD3	NR3C1
SMARCE1	NR3C1
SMARCA4	NR3C1
TRIM24	NR3C1
ATN1	STXBP4
ONECUT1	NR3C1
NXF1	UBQLN4
STAT5B	NR3C1
PPARGC1A	NR3C1
NCOA6	NR3C1
RNF14	NR3C1
PTGES3	NR3C1
PBX1	NR3C1
KDM5A	NR3C1
UBE2I	NR3C1
DRD2	ADORA2A
NCOA2	NR3C1
PELP1	NR3C1
PRPF6	NR3C1
ECD	NR3C1
ZBTB16	NR3C1
FKBP4	NR3C1
DDX54	NR3C1
PSMC3IP	NR3C1
COPS6	NR3C1
NR3C1	CALM1
FPR1	ACTG1
ADORA2A	ADORA2A
AGR2	UBQLN4
RAI2	UBQLN4
PFKFB2	GCK
GCKR	GCK
RNPS1	UBQLN4
PDIA5	UBQLN4
ERP29	UBQLN4
YWHAQ	UBQLN4
IMMT	UBQLN4
ADRM1	UBQLN1
ATN1	RCHY1
CPSF6	UBQLN4
GRIA1	HSPA5
HLA-C	HSPA5
PLA2G16	UBQLN4
KRT8	HSPA5
KRT18	HSPA5
STMN1	HSPA5
TNRC4	-
CBX3	ATXN7L2
KIFAP3	-
PLG	ATP5B
TRIM32	UBQLN4
SCMH1	UBQLN4
PRNP	HSPA5
TRA@	HSPA5
TG	HSPA5
MAPKBP1	APTX
TNRC6B	UBQLN4
CIC	SETD2
VWF	HSPA5
CIC	PYCR2
ATN1	GAPDH
F8	HSPA5
CASP7	HSPA5
CIC	ZNRD1
ERP29	HSPA5
CIC	CENPJ
CIC	GTPBP3
CSTF2T	UBQLN4
AGTPBP1	CBY1
LCT	HSPA5
AGTPBP1	CYCS
APOA1	ATP5B
TSHR	HSPA5
AGTPBP1	NYNRIN
DPH1	HSPA5
ZFPM2	UBQLN4
EIF2AK3	HSPA5
ERN1	HSPA5
NOMO1	UBQLN4
RBM9	-
GCA	-
PCSK7	HSPA5
YWHAG	ATP5B
KIAA1279	HBP1
LDLR	HSPA5
NOC2L	-
SPAG8	UBQLN4
HTR3A	HSPA5
SACS	ZNRD1
DNAJC10	HSPA5
DNAJC1	HSPA5
TCERG1	HSPA5
TMEM132A	HSPA5
ATPAF2	ATP5B
SIL1	HSPA5
SACS	TSC22D4
HAVCR1	UBQLN4
DKK3	UBQLN4
PCDH17	UBQLN4
TRIB2	UBQLN4
GAPDH	SLC2A1
PTK2B	SLC2A1
SUMO1	SLC2A1
PDIA3	SLC2A1
ATPAF1	ATP5B
GIPC1	SLC2A1
UBE2I	SLC2A1
MDH2	GOT2
HSPA8	GOT2
GLUD1	GOT2
SERTAD1	ATXN7L3
KPNA2	SLC2A2
PDX1	SLC2A2
PRKACA	SLC2A2
AKT2	SLC2A4
ADCYAP1	ADCYAP1R1
DAXX	SLC2A4
UBE2I	SLC2A4
EHD2	SLC2A4
UBQLN2	UBQLN4
SLC2A4	HADH
FLNA	GRIK3
GRIK5	GRIK3
GRIK2	GRIK2
GRIA1	GRIK2
CASK	GRIK2
FHL2	AK1
DLG3	GRIK2
GRIK4	GRIK2
GRIK5	GRIK2
DLG1	GRIK2
CTNND1	GRIK2
SDCBP	GRIK2
PRKAA1	GRIK2
SLC34A1	MAST2
LIN7B	GRIK2
PICK1	GRIK2
GSN	ACTG1
C17orf65	SHBG
GRIK1	GRIK1
FLNA	GRIK1
SDCBP	GRIK1
DLG4	GRIK1
HOMER1	GRIK1
PICK1	GRIK1
GRIA4	GRIA4
GRIA1	GRIA4
PRKCA	GRIA4
PRKCG	GRIA4
ADCY1	ADCY2
PRKACA	GRIA4
CAMK2G	GRIA4
SDCBP	GRIA4
EPB41L1	GRIA4
CACNG2	GRIA4
GRIA1	GRIA1
CXCR2	GRIA1
PRKCA	GRIA1
GRIPAP1	GRIA1
DLG1	GRIA1
GNAS	ADCY2
PRKACA	GRIA1
CAMK2G	GRIA1
SDCBP	GRIA1
EPB41L1	GRIA1
CACNG2	GRIA1
EPB41L2	GRIA1
HOMER1	GRIA1
TRPC1	GRIA1
PICK1	GRIA1
TANC1	GRIA1
ADCY5	ADCY2
GRIN2B	GRIN2B
PIK3CA	GRIN2B
PRKCA	GRIN2B
PRKCB	GRIN2B
PRKCG	GRIN2B
GNB2L1	GRIN2B
SRC	GRIN2B
SLC34A1	FHL2
PARK2	GRIN2B
SLC34A1	YIF1A
GNAI2	ADCY1
IL16	GRIN2B
INADL	GRIN2B
LIN7A	GRIN2B
DLG2	GRIN2B
TCHP	KRT8
GRIN3A	GRIN2B
LIN7B	GRIN2B
MAGI3	GRIN2B
TCHP	KRT18
EXOC4	GRIN2B
ARF1	PLIN2
-	GRIN2B
CAMK2N1	GRIN2B
GRIN1	GRIN2B
SYNGAP1	GRIN2B
TANC1	GRIN2B
UBQLN1	-
GRIN2B	PLCG1
GRIN2A	GRIN2A
PTPN4	GRIN2A
PRKCA	GRIN2A
CHRM3	ARF1
SRC	GRIN2A
DLG3	GRIN2A
GPRASP2	CALCR
PTK2B	GRIN2A
GPRASP2	HTR7
IL16	GRIN2A
INADL	GRIN2A
DLG2	GRIN2A
CAMK2A	GRIN2A
GRIN2A	DLGAP1
KDELR1	ARF1
GRIN3A	GRIN2A
GRIN3B	GRIN2A
CAMK2B	GRIN2A
-	GRIN2A
UBQLN1	UBQLN4
GRIN2A	GRIN1
GRIN2A	PLCG1
DLG3	GRIN2C
DLG4	GRIN2C
IL16	GRIN2C
NPM1	ARF1
INADL	GRIN2C
DLGAP1	GRIN2C
SNTA1	GLS
TAX1BP3	GLS
DYNLL1	GLUL
UBQLN1	GKAP1
PRKCA	GFPT1
HSP90AA1	EPRS
UBQLN1	RASSF5
EFEMP2	UBQLN4
RALA	ARF1
IARS	EPRS
AIMP2	EPRS
ZNF639	APTX
CEND1	UBQLN4
PLUNC	UBQLN4
ZDHHC3	UBQLN4
WAC	UBQLN4
HSFX1	-
RNF138	PCBP4
CYB5R1	UBQLN4
CHRNE	CHRNA1
LSP1	ACTG1
CYTH1	ARF1
OCM2	GSR
LTC4S	MGST1
GSTM2	GSTM1
MAP3K5	GSTM1
GSTM3	GSTM2
GAPDH	GAPDH
HTT	GAPDH
SYT17	APTX
PCBP3	PTBP2
BPGM	GAPDH
AP1B1	ARF1
PRKCI	GAPDH
PGK1	GAPDH
AR	GAPDH
-	RBM24
ATXN1	GAPDH
DYNLL1	GAPDH
-	PCBP4
PLD2	GAPDH
-	DMRTB1
-	LZTS2
COPB1	ARF1
GRM1	GAPDH
-	RHOXF2
EPDR1	UBQLN4
PDIA2	GAPDH
APTX	CNTROB
APTX	CALCOCO1
MDH1	GPD1
APTX	TSPYL2
UBR7	UBQLN4
CFP	CFB
AP4M1	ARF1
KLHL26	UBQLN4
GYG2	GYS1
PRKACA	GYS1
GSK3B	GYS1
MAPKAPK5	GYS1
SERPINE1	ORM1
CCR5	ORM1
FAM48A	UBQLN4
CRISP3	A1BG
INSR	AHSG
PLD1	ARF1
RRAS2	AHSG
FBXO2	AHSG
PRPF40A	UBQLN4
ANXA2	APOH
PLG	APOH
F12	APOH
LRP2	APOH
LRP8	APOH
GP9	GP1BB
PLD2	ARF1
YWHAZ	GP1BB
PRKACA	GP1BB
GLO1	GLO1
EAPP	UBQLN4
C19orf10	UBQLN4
GNRHR	GNRHR
RGS10	GNRHR
GNRH1	GNRHR
HSPG2	GRN
CYTH2	ARF1
DLK1	GRN
CCNT1	GRN
TOP3B	GRN
CDK9	GRN
CSF2	CSF2
CSF2RB	CSF2
SDC2	CSF2
KITLG	CSF2
CSF2RA	CSF2
IL3RA	CSF2
MDM4	ARF1
PRG2	CSF2
CXCR2	CXCL6
CXCR1	CXCL6
UBQLN4	DTX2
CSF3R	CSF3R
HCK	CSF3R
JAK1	CSF3R
JAK2	CSF3R
LYN	CSF3R
PTPN11	CSF3R
PIP5K1A	ARF1
SYK	CSF3R
SHC1	CSF3R
FOS	CEBPG
CEBPB	CEBPG
GTF2F2	CEBPG
ATF5	CEBPG
ATF4	CEBPG
UBQLN4	C1QTNF1
UBQLN4	ERP27
IL3	CSF2RB
AP3B1	ARF1
JAK1	CSF2RB
JAK2	CSF2RB
IL5RA	CSF2RB
LYN	CSF2RB
PTPN11	CSF2RB
PTPN6	CSF2RB
GNB2L1	CSF2RB
CSF2RA	CSF2RB
SHC1	CSF2RB
YWHAZ	CSF2RB
RERE	ZMYND8
AP1G1	ARF1
MAD2L1	CSF2RB
CXCR2	CXCL2
CXCR1	CXCL2
PLG	CXCL2
CXCR2	CXCL3
CXCR1	CXCL3
GNG13	GNB3
NR4A1	NR4A1
BCL2	NR4A1
ASAP2	ARF1
AKT1	NR4A1
MAPK1	NR4A1
RXRG	NR4A1
NCOR2	NR4A1
NCOA3	NR4A1
NCOA1	NR4A1
EP300	NR4A1
MED1	NR4A1
KAT2B	NR4A1
NCOA2	NR4A1
COPE	ARF1
RASA1	RASA1
HCK	RASA1
HTT	RASA1
IGF1R	RASA1
INSR	RASA1
PTPRC	RASA1
CD5	RASA1
LCK	RASA1
CSF1R	RASA1
YES1	RASA1
AP4E1	ARF1
PIK3R1	RASA1
PDGFRB	RASA1
ZAP70	RASA1
GNB2L1	RASA1
RAB5A	RASA1
RAP1A	RASA1
HRAS	RASA1
FES	RASA1
SRC	RASA1
SYN1	RASA1
AP3D1	ARF1
NCK1	RASA1
SLC9A2	RASA1
CASP3	RASA1
EPHB2	RASA1
STAU1	RASA1
CASP7	RASA1
EPHB3	RASA1
WWP1	RASA1
WWP2	RASA1
KHDRBS1	RASA1
ARFGAP1	ARF1
PXN	RASA1
MAGI1	RASA1
PDE6D	RASA1
ARHGAP5	RASA1
ARHGAP1	RASA1
DOK1	RASA1
BIRC5	RASA1
SOCS3	RASA1
MAP4K4	RASA1
AURKB	RASA1
ARF1	ARHGAP21
DOK2	RASA1
PAG1	RASA1
G3BP1	RASA1
DNAJA3	RASA1
DOK4	RASA1
GNAZ	GNAZ
NMT1	GNAZ
OPRD1	GNAZ
PRKCD	GNAZ
ARFIP2	ARF1
EYA1	GNAZ
RGS7	GNAZ
RGS10	GNAZ
RGS19	GNAZ
RGS20	GNAZ
EYA2	GNAZ
DLK1	GAS1
BIRC2	GAS1
MLNR	GHRHR
GHRL	GHRHR
ARFIP1	ARF1
GHRH	GHRHR
LRP2	GC
CUBN	GC
GHR	GH2
PRLR	GH1
UBQLN4	-
GSPT1	GSPT1
XIAP	GSPT1
ETF1	GSPT1
GGA2	ARF1
BIRC2	GSPT1
BIRC3	GSPT1
PABPC1	GSPT1
UBQLN4	ZG16B
GNAI1	GNAI1
GNAO1	GNAI1
IGF1R	GNAI1
OPRD1	GNAI1
HTR2A	GNAI1
SSTR2	GNAI1
RERE	EFEMP2
COPG	ARF1
SSTR3	GNAI1
VIPR1	GNAI1
GPR143	GNAI1
OPRM1	GNAI1
GPR1	GNAI1
CD47	GNAI1
S1PR3	GNAI1
S1PR1	GNAI1
RGS12	GNAI1
RGS14	GNAI1
GGA3	ARF1
RGS16	GNAI1
RGS4	GNAI1
RGS7	GNAI1
PDE6D	GNAI1
RGS10	GNAI1
FFAR1	GNAI1
RGS19	GNAI1
S1PR2	GNAI1
S1PR5	GNAI1
NGB	GNAI1
PLEKHA8	ARF1
HRH4	GNAI1
RGS18	GNAI1
CRHR1	GNAI1
RASD1	GNAI1
ADCY5	GNAI1
KLHL3	GNAI1
RIC8A	GNAI1
GPSM3	GNAI1
STRN	GNAI1
UBQLN4	SMCR7
TMED10	ARF1
GNAO1	GNAO1
OPRD1	GNAO1
OPRM1	GNAO1
CACNA1B	GNAO1
NUCB1	GNAO1
UBQLN4	ITPRIPL1
RGS14	GNAO1
RGS16	GNAO1
RGS4	GNAO1
RGS7	GNAO1
GGA1	ARF1
RGS5	GNAO1
FFAR2	GNAO1
RGS19	GNAO1
S1PR5	GNAO1
NGB	GNAO1
HRH4	GNAO1
GPSM2	GNAO1
CRHR1	GNAO1
SCN8A	GNAO1
KLHL3	GNAO1
TMED2	ARF1
RIC8A	GNAO1
UBQLN4	CCDC107
UBQLN4	ANKRD13D
UBQLN4	NOTCH2NL
HTR2A	GNA11
TBXA2R	GNA11
MTNR1A	GNA11
HTR2B	GNA11
RGS3	GNA11
EDNRB	GNA11
AP1B1	ARF5
PTGIR	GNA11
TRPC3	GNA11
UBQLN4	NOMO3
CXCR2	GNA15
CXCR1	GNA15
OPRD1	GNA15
OPRK1	GNA15
PRKCA	GNA15
F2R	GNA15
OPRM1	GNA15
PIP5K1A	ARF5
RGS2	GNA15
LTB4R	GNA15
CNR2	GNA15
HRH4	GNA15
TTC1	GNA15
UBQLN4	UBQLN4
UBQLN4	PMEPA1
GNAS	GNAS
LHCGR	GNAS
VIPR1	GNAS
ASAP2	ARF5
AVPR2	GNAS
ADCY6	GNAS
RGS2	GNAS
HTR6	GNAS
CAV3	GNAS
TSHR	GNAS
PTGDR	GNAS
CRHR1	GNAS
PTGIR	GNAS
ARFIP2	ARF5
ADCY5	GNAS
SNX13	GNAS
TTC1	GNAS
RIC8A	GNAS
RIC8B	GNAS
KRT5	KRT1
MBL2	KRT1
PRKCE	KRT1
KNG1	KRT1
F12	KRT1
RERE	PLSCR1
ATN1	NOC2L
EVPL	KRT1
UBQLN4	PELI2
CXCR1	GNAI2
IL8	GNAI2
IGF1R	GNAI2
LHCGR	GNAI2
OPRD1	GNAI2
F2R	GNAI2
OPRM1	GNAI2
P2RY12	GNAI2
ARF5	RAB11FIP3
MTNR1A	GNAI2
CAV1	GNAI2
NUCB1	GNAI2
EYA1	GNAI2
RGS12	GNAI2
RGS14	GNAI2
RGS16	GNAI2
RGS4	GNAI2
UBQLN4	PBXIP1
RGS5	GNAI2
KIF23	ARF3
RGS19	GNAI2
LPAR3	GNAI2
NGB	GNAI2
RGS18	GNAI2
GPSM2	GNAI2
RASD1	GNAI2
EYA2	GNAI2
TTC1	GNAI2
RIC8A	GNAI2
UBQLN4	MIF4GD
ARFIP2	ARF3
MTNR1A	GNAI3
NUCB1	GNAI3
S1PR1	GNAI3
RGS3	GNAI3
LPAR1	GNAI3
RGS12	GNAI3
RGS14	GNAI3
RGS16	GNAI3
RGS7	GNAI3
UBQLN4	KLHDC5
ARFIP1	ARF3
RGS10	GNAI3
RGS5	GNAI3
RGS19	GNAI3
PTPRN	SNX19
NGB	GNAI3
RGS18	GNAI3
GPSM2	GNAI3
UBQLN4	SCAF1
RIC8A	GNAI3
GNAI3	HTR1A
GGA2	ARF3
GNB2L1	GNB1
KCNJ3	GNB1
UBQLN4	RIC8A
GNA12	GNB1
UBQLN4	MOAP1
GNG10	GNB1
GNG7	GNB1
GNG4	GNB1
GNG11	GNB1
NR3C1	SLC25A4
GNG13	GNB1
GNG3	GNB1
ARHGEF18	GNB1
GNG2	GNB1
GUCY2C	GUCA2A
AGAP1	GUCY1A3
HSP90AA1	GUCY1B3
GUCY1A2	GUCY1B3
AGAP1	GUCY1B3
HMGB1	HES1
PRKCE	SLC25A4
FOXG1	HES1
PRKCA	HES1
TLE1	HES1
HEY2	HES1
SIRT1	HES1
HES6	HES1
GZMA	LMNB1
GZMA	HMGB2
NCL	GZMA
SET	GZMA
ATN1	GRN
HBB	HP
ITGB2	HP
CD163	HP
IGHM	HPR
APOA1	HPR
UBQLN4	CCDC136
HSPA1A	HSPA1A
UBQLN4	CCDC14
YWHAQ	HSPA1A
KRT7	HSPA1A
AR	SLC25A4
BCL2	HSPA1A
MSR1	HSPA1A
UBQLN4	RSRC2
UBQLN4	C11orf49
UBQLN4	FA2H
UBQLN4	CCDC134
RHOA	HSPA1A
EIF2AK2	HSPA1A
PRKCA	HSPA1A
SLC5A1	HSPA1A
RERE	PSMA3
BAX	SLC25A4
PTMA	HSPA1A
MOS	HSPA1A
TP53	HSPA1A
UBQLN4	CCDC33
UBQLN4	GKAP1
FANCC	HSPA1A
HCFC1	HSPA1A
AIFM1	HSPA1A
IKBKG	HSPA1A
PEX5	HSPA1A
PPIF	SLC25A4
UBQLN4	ADAM33
DNAJC3	HSPA1A
YWHAZ	HSPA1A
YWHAB	HSPA1A
BAG1	HSPA1A
APAF1	HSPA1A
MAP3K5	HSPA1A
UBQLN4	ADPGK
GRIN2D	HSPA1A
TRIM24	HSPA1A
PPID	SLC25A4
UBQLN4	USMG5
UBQLN4	C1orf94
BAG2	HSPA1A
BAG3	HSPA1A
BAG4	HSPA1A
UBQLN4	ATPIF1
ATXN7L3	SECISBP2
DNAJB1	HSPA1A
CEP192	SHBG
PKM2	SHBG
FDX1	FDX1
ATP5A1	SHBG
STIP1	HSPA1A
UBE2O	SHBG
YWHAG	HSPA1A
PTGES3	HSPA1A
STUB1	HSPA1A
SOX9	HSPA1A
PPP1R15A	HSPA1A
AP2A1	SHBG
DNAJA2	HSPA1A
FDXR	FDX1
HSPA8	HSPA1A
C9orf24	SHBG
DNAJB11	HSPA1A
ST13	HSPA1A
GPRASP2	CHRM2
DNAJA3	HSPA1A
HSPBP1	HSPA1A
TCERG1	HSPA1A
TTC1	HSPA1A
GRIN1	HSPA1A
CYP11A1	FDX1
CDK9	HSPA1A
TOMM70A	HSPA1A
GPRASP2	CHRM1
GPRASP2	ADRB1
GPRASP2	HRH2
ARPC4	ACTR2
ACTR2	ACTR3
ARPC1B	ACTR2
ARPC1B	ARPC2
ARPC4	ACTR3
CYCS	FDX1
LRP1	SERPINA1
SERPINA1	CTSG
LRP1	CTSG
LRP1	ELANE
HK2	PTGDS
HK3	PTGDS
HK2	ZBTB17
EFNA5	EPHA4
HIST2H4A	TBL1X
HIST2H4A	TBL1XR1
CYP11B2	FDX1
HIST2H4A	RBBP4
MTNR1A	MTNR1A
MTNR1A	MTNR1B
MTNR1B	MTNR1B
RARA	CDK7
VDR	GTF2B
VDR	CDK7
MAFK	NFE2L1
BATF3	ATF3
CREB3	NFIL3
POU2F1	FDXR
JUN	NFE2L2
BATF3	CEBPE
CEBPG	CREB3L3
DDIT3	ATF4
NFE2	NFE2L2
CREM	CREB3L1
CEBPG	ATF2
ATF2	ATF7
DBP	TEF
CREB3L1	CREB3L3
ADM	ADM
